Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,319724,560733,334684,262285
Depreciation & amortization,-,334080,340881,352613
Change in working capital,-,-283523,108062,-204831
Inventory,-,-166525,184302,287560
Other working capital,-,195344,449312,395047
Other non-cash items,-,160701,86894,200044
Net cash provided by operating activites,-,738706,680016,662318
Investments in property plant and equipment,-,-543362,-230704,-267271
Purchases of investments,-,-,-1,-3600
Sales/Maturities of investments,-,37806,0,875
Other investing activites,-,11771,265298,-46430
Net cash used for investing activites,-,-492445,37104,-314963
Net change in cash,-,193360,204058,604477
Cash at beginning of period,-,1200113,996054,391577
Cash at end of period,-,1393474,1200113,996054
Operating Cash Flow,-,738706,680016,662318
Capital Expenditure,-,-543362,-230704,-267271
Free Cash Flow,-,195344,449312,395047
