Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,32807000,31681000,19323000,18601000
Depreciation & amortization,-,4204000,4510000,4701000
Change in working capital,-,10284000,73961000,183440000
Other working capital,-,20942000,43582000,196746000
Other non-cash items,-,-73079000,-126058000,-62753000
Net cash provided by operating activites,-,24716000,46997000,200727000
Investments in property plant and equipment,-,-3774000,-3415000,-3981000
Acquisitions net,-,-,-,-103000
Purchases of investments,-,-754449000,-1185208000,-1061343000
Sales/Maturities of investments,-,806847000,1186501000,1102974000
Other investing activites,-,-32000,-45000,-22000
Net cash used for investing activites,-,49499000,-2165000,38001000
Net change in cash,-,53683000,23410000,231188000
Cash at beginning of period,-,844950000,821539000,590351000
Cash at end of period,-,898633000,844950000,821539000
Operating Cash Flow,-,24716000,46997000,200727000
Capital Expenditure,-,-3774000,-3415000,-3981000
Free Cash Flow,-,20942000,43582000,196746000
