Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,14559000,14559000,7922000,5383000,4942000
Depreciation & amortization,785000,785000,636000,564000,466000
Change in working capital,8246000,8246000,9125000,3457000,5886000
Other working capital,37060000,37060000,5962000,3871000,5398000
Other non-cash items,-1908000,-1908000,-1670000,-986000,-1230000
Net cash provided by operating activites,42102000,42102000,13768000,7865000,7330000
Investments in property plant and equipment,-5042000,-5042000,-7806000,-3994000,-1932000
Purchases of investments,-290406000,-290406000,-177613000,-249073000,-273331000
Sales/Maturities of investments,215078000,215078000,187973000,275673000,254949000
Other investing activites,-1486000,-1486000,-1475000,-561000,-3051000
Net cash used for investing activites,-85636000,-85636000,-3246000,19285000,-26314000
Net change in cash,2760000,2760000,193000,-5418000,326000
Cash at beginning of period,9005000,9005000,8812000,14230000,13904000
Cash at end of period,11765000,11765000,9005000,8812000,14230000
Operating Cash Flow,42102000,42102000,13768000,7865000,7330000
Capital Expenditure,-5042000,-5042000,-7806000,-3994000,-1932000
Free Cash Flow,37060000,37060000,5962000,3871000,5398000
