Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,3260000,3260000,6509000,10515000,3829000
Depreciation & amortization,941000,941000,487000,498000,532000
Stock based compensation,23000,23000,35000,36000,35000
Change in working capital,-4296000,-4296000,-29862000,6376000,-28798000
Other working capital,6561000,6561000,-19277000,12256000,-19191000
Other non-cash items,997000,997000,1767000,1671000,1600000
Net cash provided by operating activites,7571000,7571000,-18620000,12665000,-18743000
Investments in property plant and equipment,-1010000,-1010000,-657000,-409000,-448000
Acquisitions net,-151000,-151000,-339000,-2765000,0
Purchases of investments,-4259000,-4259000,-2428000,-4723000,-3984000
Sales/Maturities of investments,5622000,5622000,2550000,5328000,3608000
Other investing activites,-,-,-,5947000,-
Net cash used for investing activites,1248000,1248000,-633000,4175000,1807000
Net change in cash,9223000,9223000,-554000,8552000,-30152000
Cash at beginning of period,86020000,86020000,89980000,75841000,110966000
Cash at end of period,94638000,94638000,86020000,89980000,75841000
Operating Cash Flow,7571000,7571000,-18620000,12665000,-18743000
Capital Expenditure,-1010000,-1010000,-657000,-409000,-448000
Free Cash Flow,6561000,6561000,-19277000,12256000,-19191000
