Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6440000,6221000,7157000,8869000
Depreciation & amortization,-,2410000,2151000,1946000
Change in working capital,-,-40872000,-7676000,69036000
Other working capital,-,-61092000,-47190000,69371000
Other non-cash items,-,-53208000,-71141000,-33701000
Net cash provided by operating activites,-,-58915000,-43861000,72794000
Investments in property plant and equipment,-,-2177000,-3329000,-3423000
Purchases of investments,-,-214611000,-334536000,-430004000
Sales/Maturities of investments,-,363634000,432108000,449636000
Net cash used for investing activites,-,146931000,94548000,16253000
Net change in cash,-,80657000,49056000,78761000
Cash at beginning of period,-,266271000,217214000,138453000
Cash at end of period,-,346928000,266271000,217214000
Operating Cash Flow,-,-58915000,-43861000,72794000
Capital Expenditure,-,-2177000,-3329000,-3423000
Free Cash Flow,-,-61092000,-47190000,69371000
