Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,18485000,20714000,16155000,22514000
Depreciation & amortization,-,29999000,29525000,29670000
Change in working capital,-,2332000,10760000,-4654000
Inventory,-,14666000,6309000,-2712000
Other working capital,-,9161000,-25519000,-4215000
Other non-cash items,-,-2878000,1790000,-131752000
Net cash provided by operating activites,-,55875000,54388000,59393000
Investments in property plant and equipment,-,-46714000,-79907000,-63608000
Acquisitions net,-,-,-,-2461000
Purchases of investments,-,-3487000,-6332000,-2123000
Sales/Maturities of investments,-,1378000,30000,396000
Other investing activites,-,6624000,9613000,5560000
Net cash used for investing activites,-,-41297000,-75715000,5799000
Net change in cash,-,1880000,-308000,310000
Cash at beginning of period,-,43712000,44020000,43710000
Cash at end of period,-,45592000,43712000,44020000
Operating Cash Flow,-,55875000,54388000,59393000
Capital Expenditure,-,-46714000,-79907000,-63608000
Free Cash Flow,-,9161000,-25519000,-4215000
