Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,133203,133203,-748966,-1563497,-253514
Depreciation & amortization,44192,44192,51677,45118,17557
Stock based compensation,3175,3175,6350,-,-
Change in working capital,-37760,-37760,-20582,10442,-9603
Inventory,106,106,-13051,11318,-53841
Other working capital,175651,175651,-550943,-801516,-371327
Other non-cash items,64328,64328,224514,-186173,-17745
Net cash provided by operating activites,175651,175651,-540333,-797215,-333558
Investments in property plant and equipment,-,-,-10610,-4301,-37769
Acquisitions net,-100000,-100000,-,-1300000,-
Purchases of investments,-,-,-,0,-783241
Sales/Maturities of investments,-,-,-,542481,590000
Other investing activites,-,-,2795,-1303,213
Net cash used for investing activites,-100000,-100000,-7775,-763123,-230797
Net change in cash,-43497,-43497,-548395,-159257,524777
Cash at beginning of period,1584282,1584282,2132677,2291934,1767157
Cash at end of period,1540784,1540784,1584282,2132677,2291934
Operating Cash Flow,175651,175651,-540333,-797215,-333558
Capital Expenditure,-,-,-10610,-4301,-37769
Free Cash Flow,175651,175651,-550943,-801516,-371327
