Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,32122,-103033,106182,30854
Depreciation & amortization,-,119896,114206,139349
Change in working capital,-,12488,-376981,23064
Inventory,-,37961,-237736,-56767
Other working capital,-,-562314,-249346,166545
Other non-cash items,-,-39729,-40841,-38175
Net cash provided by operating activites,-,-68157,-210983,183756
Investments in property plant and equipment,-,-494157,-38363,-17211
Acquisitions net,-,-,-,-30000
Purchases of investments,-,-,-,-647
Sales/Maturities of investments,-,-,71803,184616
Other investing activites,-,-26180,-10192,-26218
Net cash used for investing activites,-,-452820,90765,212406
Net change in cash,-,265820,-109922,176062
Cash at beginning of period,-,245720,330519,154456
Cash at end of period,-,511541,245720,330519
Operating Cash Flow,-,-68157,-210983,183756
Capital Expenditure,-,-494157,-38363,-17211
Free Cash Flow,-,-562314,-249346,166545
