Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,10590000,14047000,17122000,13505000,11985000
Depreciation & amortization,8570000,8156000,7218000,6363000,6407000
Change in working capital,-5676000,-15749000,-4065000,-2945000,-14784000
Inventory,1347000,-21910000,-4415000,-8183000,-11947000
Other working capital,8930000,864000,13962000,6917000,1003000
Other non-cash items,4574000,4209000,1448000,952000,1100000
Net cash provided by operating activites,21694000,13192000,26102000,19629000,7850000
Investments in property plant and equipment,-12764000,-12328000,-12140000,-12712000,-6847000
Purchases of investments,-273000,-177000,-1320000,-6000,-1133000
Sales/Maturities of investments,-,139000,24000,837000,1778000
Other investing activites,80000,829000,671000,-90000,1067000
Net cash used for investing activites,-12724000,-11437000,-12612000,-11522000,-4615000
Net change in cash,2144000,3824000,1970000,-5140000,2788000
Cash at beginning of period,24021000,21967000,19997000,25137000,22349000
Cash at end of period,26165000,25791000,21967000,19997000,25137000
Operating Cash Flow,21694000,13192000,26102000,19629000,7850000
Capital Expenditure,-12764000,-12328000,-12140000,-12712000,-6847000
Free Cash Flow,8930000,864000,13962000,6917000,1003000
