Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,436782,419353,408945,490201
Liabilities,,,,
Total Liabilities,385.518,357.609,337.09,182449
Stockholders' Equity,,,,
Common Stock,368012,368012,367935,307985
Retained Earnings,67685,50983,40596,-399.754
Total stockholders' equity,436396,418995,408608,307753
Total liabilities and stockholders' equity,436782,419353,408945,490201
