Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1217186,713147,757039,1169290
Depreciation & amortization,-,299329,281009,299021
Change in working capital,-,-644555,-1529279,-629629
Inventory,-,37060,-207498,-82207
Other working capital,-,-234878,-1447622,543827
Other non-cash items,-,4708,5914,-3510
Net cash provided by operating activites,-,380533,-706353,784538
Investments in property plant and equipment,-,-615411,-741269,-240711
Purchases of investments,-,-37077,-38810,-94461
Sales/Maturities of investments,-,1343,619,585
Other investing activites,-,-90,-413,1383
Net cash used for investing activites,-,-645019,-773896,-324709
Net change in cash,-,-176446,-1717515,127207
Cash at beginning of period,-,1711600,3429116,3301908
Cash at end of period,-,1535154,1711600,3429116
Operating Cash Flow,-,380533,-706353,784538
Capital Expenditure,-,-615411,-741269,-240711
Free Cash Flow,-,-234878,-1447622,543827
