Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1137513,1191606,1168113,964999
Depreciation & amortization,-,253964,253363,248823
Change in working capital,-,70004,1356858,-234665
Inventory,-,-271558,7572,-59067
Other working capital,-,1430831,2438371,950480
Other non-cash items,-,30560,51581,-75190
Net cash provided by operating activites,-,1561392,2864692,1257042
Investments in property plant and equipment,-,-130561,-426321,-306562
Purchases of investments,-,-2504195,-1054975,-6904195
Sales/Maturities of investments,-,5700000,2200000,4700000
Other investing activites,-,3816,-5742327,-1654
Net cash used for investing activites,-,3069060,-5023623,-2435261
Net change in cash,-,4391323,-2355197,-1433615
Cash at beginning of period,-,2340829,4696027,6129642
Cash at end of period,-,6732153,2340829,4696027
Operating Cash Flow,-,1561392,2864692,1257042
Capital Expenditure,-,-130561,-426321,-306562
Free Cash Flow,-,1430831,2438371,950480
