Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,366955,328912,487408,370278
Depreciation & amortization,-,834072,797228,711114
Change in working capital,-,96330,-368518,-63071
Other working capital,-,-1142037,-1053979,-3110830
Other non-cash items,-,-197645,124924,-43012
Net cash provided by operating activites,-,2039981,927435,1009991
Investments in property plant and equipment,-,-3182018,-1981414,-4120821
Purchases of investments,-,-4878,-3706,-214388
Sales/Maturities of investments,-,-,449550,-
Other investing activites,-,-36549,-111404,-107741
Net cash used for investing activites,-,-3190981,-1619926,-4340716
Net change in cash,-,1100582,-1215355,-660513
Cash at beginning of period,-,2825365,4040721,4667556
Cash at end of period,-,3925948,2825365,4040721
Operating Cash Flow,-,2039981,927435,1009991
Capital Expenditure,-,-3182018,-1981414,-4120821
Free Cash Flow,-,-1142037,-1053979,-3110830
