Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-15.913,-91.199,-531.801
Other investing activites,-,-,15.109,-,-
Net cash used for investing activites,-,-,-0.804,-91.199,-531.801
Common stock issued,-,-,-,-,2492
Common stock repurchased,-,-,-,-,-10.992
Net cash used privided by (used for) financing activities,-,-,-,-,2481
Net change in cash,1199,-193.307,-193.722,-274.897,1501
Cash at beginning of period,1711,1822,2020,2284,799.238
Cash at end of period,2910,1626,1822,2020,2284
Capital Expenditure,-,-,-15.913,-91.199,-531.801
Free Cash Flow,-270.982,-193.307,-208.831,-274.897,-980.426
