Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017,5/31/2016
Net Income,251946,523097,429924,212794,414345
Depreciation & amortization,-,209608,151610,82184,66472
Change in working capital,-,-150347,-1290,25765,-113546
Inventory,-,-50438,-24465,-50128,52015
Other working capital,-,624933,675762,168997,252352
Other non-cash items,-,728,57692,-87581,-195800
Net cash provided by operating activites,-,624933,675762,168997,252352
Acquisitions net,-,-13802,-120690,-,-
Purchases of investments,-,-,-,-44702,-
Sales/Maturities of investments,-,-,-,-,100000
Other investing activites,-,-329631,-154384,-123156,-86768
Net cash used for investing activites,-,-343433,-275074,-167858,13232
Net change in cash,-,149771,699883,-233137,-4510
Cash at beginning of period,-,2803553,2103670,2336808,2341318
Cash at end of period,-,2953325,2803553,2103670,2336808
Operating Cash Flow,-,624933,675762,168997,252352
Free Cash Flow,-,624933,675762,168997,252352
