Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,720677,702110,612643,624854
Depreciation & amortization,-,125294,125710,135071
Change in working capital,-,-30980,-383263,20775
Inventory,-,28400,5773,-54932
Other working capital,-,464380,196899,743459
Other non-cash items,-,49,434,56
Net cash provided by operating activites,-,559820,349445,788886
Investments in property plant and equipment,-,-95440,-152546,-45427
Acquisitions net,-,-159439,-,-
Purchases of investments,-,-4600000,-4300000,-4655446
Sales/Maturities of investments,-,5200000,4000000,4350014
Other investing activites,-,-13945,-3975,109
Net cash used for investing activites,-,331176,-456257,-326963
Net change in cash,-,747690,-250125,317750
Cash at beginning of period,-,6095800,6345925,6028175
Cash at end of period,-,6843491,6095800,6345925
Operating Cash Flow,-,559820,349445,788886
Capital Expenditure,-,-95440,-152546,-45427
Free Cash Flow,-,464380,196899,743459
