Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,9101872,9101872,7745870,4815352,1466620
Depreciation & amortization,250089,250089,251925,257843,213540
Change in working capital,5986357,5986357,2360038,-2556809,-3089360
Inventory,9164189,9164189,27958,-16070472,-4483946
Other working capital,16059198,16059198,9166596,2815180,-2259197
Other non-cash items,933595,933595,-733376,1049077,-525736
Net cash provided by operating activites,16232629,16232629,9572051,4695928,-1940027
Investments in property plant and equipment,-173431,-173431,-405455,-1880748,-319170
Purchases of investments,-2286608,-2286608,-2357999,-893820,-
Other investing activites,-1,-1,-,-1,-1
Net cash used for investing activites,-2431556,-2431556,-2964287,-2768269,928830
Net change in cash,11229332,11229332,-4153292,14536199,224618
Cash at beginning of period,15740508,15740508,19893800,5357601,5132982
Cash at end of period,26969840,26969840,15740508,19893800,5357601
Operating Cash Flow,16232629,16232629,9572051,4695928,-1940027
Capital Expenditure,-173431,-173431,-405455,-1880748,-319170
Free Cash Flow,16059198,16059198,9166596,2815180,-2259197
