Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6640000,6704000,8366000,9034000
Depreciation & amortization,-,6446000,5890000,5178000
Change in working capital,-,-5502000,-5877000,-2015000
Inventory,-,-453000,-436000,825000
Other working capital,-,5952000,7742000,10799000
Other non-cash items,-,-136000,596000,192000
Net cash provided by operating activites,-,7914000,9967000,12019000
Investments in property plant and equipment,-,-1962000,-2225000,-1220000
Acquisitions net,-,-390000,-1013000,-1884000
Purchases of investments,-,-7823000,-6813000,-3463000
Sales/Maturities of investments,-,5538000,2263000,4043000
Other investing activites,-,1870000,6339000,274000
Net cash used for investing activites,-,-2464000,-493000,-936000
Net change in cash,-,2633000,6791000,5028000
Cash at beginning of period,-,34435000,27644000,22615000
Cash at end of period,-,37069000,34435000,27644000
Operating Cash Flow,-,7914000,9967000,12019000
Capital Expenditure,-,-1962000,-2225000,-1220000
Free Cash Flow,-,5952000,7742000,10799000
