Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,345457,435841,307895,265544,278770
Interest Expense,888,826,848,8969,13758
Income Before Tax,331099,421529,293384,257264,277509
Income Tax Expense,18429,15156,14377,11964,11753
Income from Continuing Operations,312670,406373,279007,245300,265756
Net Income,312211,405932,278709,245029,265573
Net Income available to common shareholders,312211,405932,278709,245029,265573
Basic EPS,-,0.34,0.24,0.21,0.24
Diluted EPS,-,0.34,0.24,0.21,0.24
Basic Average Shares,-,1193811,1182445,1149256,1114523
Diluted Average Shares,-,1193811,1182445,1149256,1115853
