Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,134745,71501,88682,204894
Depreciation & amortization,-,177987,178204,168750
Change in working capital,-,-16461,-22704,41809
Inventory,-,-1712,-57,-973
Other working capital,-,151119,-1348,254313
Other non-cash items,-,6635,6334,4060
Net cash provided by operating activites,-,310282,257846,488875
Investments in property plant and equipment,-,-159163,-259194,-234562
Purchases of investments,-,-2000000,-200000,-
Sales/Maturities of investments,-,1700000,-,-
Other investing activites,-,29140,-103803,-1030647
Net cash used for investing activites,-,-432978,-558728,-1263159
Net change in cash,-,-271921,-398495,-712045
Cash at beginning of period,-,1696996,2095492,2807537
Cash at end of period,-,1425075,1696996,2095492
Operating Cash Flow,-,310282,257846,488875
Capital Expenditure,-,-159163,-259194,-234562
Free Cash Flow,-,151119,-1348,254313
