Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,349744,349744,339579,313259,285449
Interest Expense,105585,105585,76293,40147,27640
Income Before Tax,196791,196791,204208,185736,159102
Income Tax Expense,53848,53848,51932,85504,61395
Income from Continuing Operations,142943,142943,152276,100232,97707
Net Income,142943,142943,152276,100232,97707
Net Income available to common shareholders,142943,142943,152276,100232,97707
Basic EPS,-,-,4.44,2.94,2.91
Diluted EPS,-,-,4.42,2.92,2.86
Basic Average Shares,-,-,34306,34139,33587
Diluted Average Shares,-,-,34443,34321,34182
