Breakdown,ttm,12/31/2018,12/31/2017,12/31/2016
Net change in cash,191.658,101.163,-72.029,-10.17
Cash at beginning of period,146.919,16.816,88.845,99.015
Cash at end of period,338.577,117.979,16.816,88.845
Free Cash Flow,45859,40705,35344,-10.17
