Breakdown,4/30/2019,4/30/2018,4/30/2017,4/30/2016
Total Assets,348198,340277,316301,243597
Liabilities,,,,
Total Liabilities,33787,28461,30110,27354
Stockholders' Equity,,,,
Common Stock,6011,6152,6347,6347
Total stockholders' equity,314411,311816,286191,216243
Total liabilities and stockholders' equity,348198,340277,316301,243597
