Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-3683,-3215,-2059,-1760,-2307
Acquisitions net,-,-,-,-,12.217
Purchases of investments,-,-683.26,-,-,-
Net cash used for investing activites,-3559,-3663,-1664,-1757,-2291
Common stock issued,-,10500,1511,3399,1500
Common stock repurchased,-,-623.224,-95.003,-108.879,-92.25
Net cash used privided by (used for) financing activities,-,9877,1415,3290,1408
Net change in cash,-1257,4460,-1612,458.389,-2012
Cash at beginning of period,2488,242.768,1848,1389,3331
Cash at end of period,1231,4713,242.769,1848,1389
Capital Expenditure,-3683,-3215,-2059,-1760,-2307
Free Cash Flow,-6085,-4968,-3423,-2835,-3436
