Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,18792000,20753000,21198000,20364000
Depreciation & amortization,-,15752000,15022000,13821000
Change in working capital,-,-1973000,-6951000,-803000
Inventory,-,-659000,-1651000,-1743000
Other working capital,-,37371000,28042000,36720000
Other non-cash items,-,1401000,1649000,1462000
Net cash provided by operating activites,-,37371000,28042000,36720000
Acquisitions net,-,-,-104000,-
Purchases of investments,-,-2767000,-1706000,-4522000
Sales/Maturities of investments,-,3431000,2325000,20316000
Other investing activites,-,-15548000,-17940000,-14994000
Net cash used for investing activites,-,-14884000,-17425000,800000
Net change in cash,-,13536000,-19273000,26427000
Cash at beginning of period,-,60663000,79937000,53510000
Cash at end of period,-,74200000,60663000,79937000
Operating Cash Flow,-,37371000,28042000,36720000
Free Cash Flow,-,37371000,28042000,36720000
