Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16789000,22238000,21571000,20484000
Depreciation & amortization,-,32150000,30323000,27808000
Change in working capital,-,-13105000,-5997000,1187000
Inventory,-,-9868000,-6176000,-4056000
Other working capital,-,-4683000,14232000,9919000
Other non-cash items,-,902000,3748000,1446000
Net cash provided by operating activites,-,41113000,49750000,48119000
Investments in property plant and equipment,-,-45796000,-35518000,-38200000
Acquisitions net,-,-1878000,-1794000,-102000
Purchases of investments,-,-1607000,-1384000,-75000
Sales/Maturities of investments,-,1635000,156000,1585000
Other investing activites,-,-1457000,-1059000,-567000
Net cash used for investing activites,-,-47229000,-38796000,-36369000
Net change in cash,-,-7443000,5795000,-2143000
Cash at beginning of period,-,47413000,41018000,43161000
Cash at end of period,-,39970000,47413000,41018000
Operating Cash Flow,-,41113000,49750000,48119000
Capital Expenditure,-,-45796000,-35518000,-38200000
Free Cash Flow,-,-4683000,14232000,9919000
