Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1922000,1714200,1357100,1267800
Liabilities,,,,
Total Liabilities,264000,127700,233200,251000
Stockholders' Equity,,,,
Common Stock,49000,49100,36700,36700
Retained Earnings,1191000,1115000,863300,759400
Total stockholders' equity,1658000,1586500,1123900,1016800
Total liabilities and stockholders' equity,1922000,1714200,1357100,1267800
