Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,20830000,27453000,28915000,26204000
Depreciation & amortization,-,59022000,56137000,51564000
Change in working capital,-,21826000,-32799000,19968000
Inventory,-,-65383000,-26443000,7453000
Other working capital,-,26926000,-26188000,24173000
Other non-cash items,-,4619000,14838000,2879000
Net cash provided by operating activites,-,109762000,56050000,93514000
Investments in property plant and equipment,-,-82836000,-82238000,-69341000
Acquisitions net,-,-3818000,-3408000,-625000
Purchases of investments,-,-1025000,-512000,-1208000
Sales/Maturities of investments,-,989000,342000,1841000
Other investing activites,-,741000,-1226000,-1346000
Net cash used for investing activites,-,-85344000,-80590000,-64879000
Net change in cash,-,3949000,13640000,13327000
Cash at beginning of period,-,64362000,50722000,37832000
Cash at end of period,-,68311000,64362000,50722000
Operating Cash Flow,-,109762000,56050000,93514000
Capital Expenditure,-,-82836000,-82238000,-69341000
Free Cash Flow,-,26926000,-26188000,24173000
