Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,348190000,348190000,385676000,392409000,421695000
Depreciation & amortization,183852000,183852000,158671000,145407000,140794000
Change in working capital,25009000,25009000,-82669000,-126739000,-100952000
Inventory,-32817000,-32817000,-53058000,-41102000,-686000
Other working capital,407040000,407040000,302579000,279074000,265548000
Other non-cash items,19613000,19613000,10592000,7223000,2308000
Net cash provided by operating activites,540410000,540410000,461389000,419212000,376549000
Investments in property plant and equipment,-133370000,-133370000,-158810000,-140138000,-111001000
Acquisitions net,-40127000,-40127000,-247632000,-217960000,-642028000
Purchases of investments,-45619000,-45619000,-37583000,-11563000,-2649000
Sales/Maturities of investments,77609000,77609000,10971000,4994000,5638000
Other investing activites,2073000,2073000,2879000,-9160000,-6494000
Net cash used for investing activites,-123571000,-123571000,-383307000,-352632000,-687509000
Net change in cash,83008000,83008000,15721000,-10452000,-219643000
Cash at beginning of period,282063000,282063000,285486000,294157000,526765000
Cash at end of period,357158000,357158000,282063000,285486000,294157000
Operating Cash Flow,540410000,540410000,461389000,419212000,376549000
Capital Expenditure,-133370000,-133370000,-158810000,-140138000,-111001000
Free Cash Flow,407040000,407040000,302579000,279074000,265548000
