Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,140292000,175162000,236251000,161485000
Depreciation & amortization,-,32214000,25501000,25434000
Change in working capital,-,178354000,1095264000,-773894000
Other working capital,-,303206000,907085000,-770982000
Other non-cash items,-,-479648000,-707572000,-503633000
Net cash provided by operating activites,-,324420000,923028000,-757454000
Investments in property plant and equipment,-,-21214000,-15943000,-13528000
Acquisitions net,-,-4171000,-7274000,-
Purchases of investments,-,-11101320000,-9057335000,-7217897000
Sales/Maturities of investments,-,11369441000,9189736000,7435062000
Other investing activites,-,-190000,-319000,-142000
Net cash used for investing activites,-,243591000,110518000,212667000
Net change in cash,-,514394000,767697000,-861618000
Cash at beginning of period,-,13256798000,12489100000,13350719000
Cash at end of period,-,14707458000,13256798000,12489100000
Operating Cash Flow,-,324420000,923028000,-757454000
Capital Expenditure,-,-21214000,-15943000,-13528000
Free Cash Flow,-,303206000,907085000,-770982000
