Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4753000,5481000,9045000,7726000
Depreciation & amortization,-,2607000,2492000,2370000
Change in working capital,-,561000,-2128000,-1848000
Inventory,-,1968000,793000,650000
Other working capital,-,5013000,6725000,3909000
Other non-cash items,-,-8000,23000,21000
Net cash provided by operating activites,-,6346000,8845000,6441000
Investments in property plant and equipment,-,-1333000,-2120000,-2532000
Purchases of investments,-,-406000,-3129000,-4347000
Sales/Maturities of investments,-,206000,2639000,2125000
Other investing activites,-,-707000,-407000,53000
Net cash used for investing activites,-,-2087000,-2959000,-4671000
Net change in cash,-,1954000,-737000,-1996000
Cash at beginning of period,-,47360000,48098000,50094000
Cash at end of period,-,49315000,47360000,48098000
Operating Cash Flow,-,6346000,8845000,6441000
Capital Expenditure,-,-1333000,-2120000,-2532000
Free Cash Flow,-,5013000,6725000,3909000
