Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,22291,21472,18259,28346
Liabilities,,,,
Total Liabilities,3784,3144,2558,4827
Stockholders' Equity,,,,
Common Stock,16933,17006,13822,21860
Retained Earnings,1275,1088,1723,1425
Accumulated other comprehensive income,298.901,233.556,155.798,234.318
Total stockholders' equity,18507,18328,15701,23519
Total liabilities and stockholders' equity,22291,21472,18259,28346
