Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,-106067,-106067,-75533,24533,-10540
Depreciation & amortization,-,-,3629,3658,3076
Stock based compensation,-,-,-,-,0
Change in working capital,-,-,-50970,95688,-284532
Other working capital,-,-,-77566,84412,-288659
Other non-cash items,-,-,-6062,-12618,-683
Net cash provided by operating activites,-,-,-77388,85740,-285685
Investments in property plant and equipment,-,-,-178,-1328,-2974
Acquisitions net,-,-,0,-127872,-9935
Sales/Maturities of investments,-,-,-,0,18916
Other investing activites,-,-,-67000,10993,-2019
Net cash used for investing activites,-,-,-61119,-86202,11804
Net change in cash,-,-,104137,-456,83510
Cash at beginning of period,-,-,173281,170233,90392
Cash at end of period,-,-,274763,173281,170233
Operating Cash Flow,-,-,-77388,85740,-285685
Capital Expenditure,-,-,-178,-1328,-2974
Free Cash Flow,-,-,-77566,84412,-288659
