Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,1338165000,1356560000,1349230000
Liabilities,,,
Total Liabilities,1234453000,1255296000,1251433000
Stockholders' Equity,,,
Common Stock,10182000,0,10182000
Retained Earnings,74234000,71508000,67068000
Total stockholders' equity,98579000,96248000,93417000
Total liabilities and stockholders' equity,1338165000,1356560000,1349230000
