Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,21449,22034,-16294,30601
Depreciation & amortization,-,120031,131920,155256
Change in working capital,-,-1383,-28913,32700
Inventory,-,-7496,13780,51328
Other working capital,-,54820,-42133,242645
Other non-cash items,-,27223,-25128,50186
Net cash provided by operating activites,-,159912,53773,281628
Investments in property plant and equipment,-,-105092,-95906,-38983
Purchases of investments,-,-84000,-,-
Sales/Maturities of investments,-,89000,-,-
Other investing activites,-,-7967,42476,96034
Net cash used for investing activites,-,-108059,-53430,57051
Net change in cash,-,30602,-250454,261308
Cash at beginning of period,-,629630,880085,618776
Cash at end of period,-,660233,629630,880085
Operating Cash Flow,-,159912,53773,281628
Capital Expenditure,-,-105092,-95906,-38983
Free Cash Flow,-,54820,-42133,242645
