Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,-,11931691,12225094,11894981
Liabilities,,,,
Total Liabilities,10425204,10030914,10392920,10173153
Stockholders' Equity,,,,
Common Stock,36,36,36,36
Retained Earnings,2026383,1896040,1776141,1669524
Accumulated other comprehensive income,60108,-37015,14281,10552
Total stockholders' equity,2128243,1900777,1832174,1721828
Total liabilities and stockholders' equity,-,11931691,12225094,11894981
