Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,129505,166871,416187,238736
Depreciation & amortization,-,254267,257804,276178
Change in working capital,-,460358,-885708,267650
Inventory,-,220366,-565332,165946
Other working capital,-,453746,-497341,547197
Other non-cash items,-,152735,-67206,-240897
Net cash provided by operating activites,-,887897,-279010,642072
Investments in property plant and equipment,-,-434151,-218331,-94875
Purchases of investments,-,-63966,-63249,-29996
Sales/Maturities of investments,-,52592,295537,-
Other investing activites,-,972,99998,-1
Net cash used for investing activites,-,-419249,124737,-124850
Net change in cash,-,375667,-247281,424266
Cash at beginning of period,-,4079505,4326786,3902520
Cash at end of period,-,4455172,4079505,4326786
Operating Cash Flow,-,887897,-279010,642072
Capital Expenditure,-,-434151,-218331,-94875
Free Cash Flow,-,453746,-497341,547197
