Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-714.304,-842.318,-572.883,-227.35,-
Purchases of investments,-,-283.688,-,-,-
Sales/Maturities of investments,-,-,-,-,10.45
Net cash used for investing activites,-997.992,-1126,-572.883,-227.35,12.322
Common stock issued,-,1607,1441,2120,1175
Common stock repurchased,-,-100.28,-114.37,-123.037,-75.013
Other financing activites,-,-,-,24.5,-
Net cash used privided by (used for) financing activities,-,1506,1326,2022,1100
Net change in cash,-1705,-702.759,4.161,1073,309.235
Cash at beginning of period,2439,1898,1894,820.593,511.358
Cash at end of period,734.575,1195,1898,1894,820.593
Capital Expenditure,-714.304,-842.318,-572.883,-227.35,-
Free Cash Flow,-1436,-1926,-1322,-948.515,-803.136
