Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,243933,243933,212238,198992,178204
Interest Expense,7740,7740,5007,4585,4204
Income Before Tax,46500,46500,36000,31159,25175
Income Tax Expense,14057,14057,10930,9716,8270
Income from Continuing Operations,32443,32443,25070,21443,16905
Net Income,32443,32443,24692,20635,16378
Net Income available to common shareholders,32443,32443,24692,20635,16378
Basic EPS,-,-,0.09,0.08,0.06
Diluted EPS,-,-,0.09,0.08,0.06
Basic Average Shares,-,-,291267,272109,271317
Diluted Average Shares,-,-,291267,272109,271317
