Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-4410000,-7283000,3407000,3264000
Depreciation & amortization,-,3384000,3389000,1543000
Change in working capital,-,1154000,395000,-118000
Inventory,-,-153000,-81000,46000
Other working capital,-,5666000,5861000,3393000
Other non-cash items,-,-81000,-122000,687000
Net cash provided by operating activites,-,7595000,7291000,4489000
Investments in property plant and equipment,-,-1929000,-1430000,-1096000
Acquisitions net,-,-101000,-854000,-18636000
Purchases of investments,-,-,-376000,-1743000
Sales/Maturities of investments,-,52000,1001000,15537000
Other investing activites,-,-1042000,-303000,1766000
Net cash used for investing activites,-,-3020000,-1962000,-4172000
Net change in cash,-,289000,1957000,1942000
Cash at beginning of period,-,16270000,14286000,12343000
Cash at end of period,-,16659000,16270000,14286000
Operating Cash Flow,-,7595000,7291000,4489000
Capital Expenditure,-,-1929000,-1430000,-1096000
Free Cash Flow,-,5666000,5861000,3393000
