Breakdown,ttm,1/31/2020,1/31/2019,1/31/2018,1/31/2017
Net Income,1660928,1660928,1587457,1362753,1117654
Depreciation & amortization,350892,350892,330357,313163,302515
Deferred income taxes,32009,32009,31777,-34903,14628
Stock based compensation,95438,95438,95585,87417,74554
Change in working capital,32279,32279,21501,-40824,72831
Inventory,-81897,-81897,-108707,-128849,-93782
Accounts Payable,114153,114153,110483,41322,83085
Other working capital,1616063,1616063,1652779,1309855,1260971
Net cash provided by operating activites,2171546,2171546,2066677,1681278,1558851
Investments in property plant and equipment,-555483,-555483,-413898,-371423,-297880
Purchases of investments,-,-,-,0,0
Sales/Maturities of investments,517,517,3489,40,1729
Other investing activites,-,-,-,2310,3388
Net cash used for investing activites,-554966,-554966,-410409,-353092,-292763
Debt repayment,-,-,-85000,-,-
Common stock repurchased,-1335665,-1335665,-1129384,-920433,-743321
Dividends Paid,-369793,-369793,-337189,-247526,-214640
Other financing activites,-,-,-,-,23331
Net cash used privided by (used for) financing activities,-1683249,-1683249,-1531461,-1149491,-916091
Net change in cash,-66669,-66669,124807,178695,349997
Cash at beginning of period,1478079,1478079,1353272,1111599,761602
Cash at end of period,1411410,1411410,1478079,1290294,1111599
Operating Cash Flow,2171546,2171546,2066677,1681278,1558851
Capital Expenditure,-555483,-555483,-413898,-371423,-297880
Free Cash Flow,1616063,1616063,1652779,1309855,1260971
