Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,50616434,47364816,43117720,39047611
Liabilities,,,,
Total Liabilities,45846611,42957676,39086029,35435347
Stockholders' Equity,,,,
Common Stock,554,554,550,546
Retained Earnings,3196898,2730899,2290537,1903332
Accumulated other comprehensive income,-65630,-144529,-68867,-54714
Total stockholders' equity,4769823,4407140,4031691,3612264
Total liabilities and stockholders' equity,50616434,47364816,43117720,39047611
