Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Net Income,-3963000,-3903000,2795000,206000,1477000
Depreciation & amortization,-,1103000,922000,904000,869000
Change in working capital,-,-1786000,114000,212000,-379000
Inventory,-,-1037000,-213000,218000,96000
Other working capital,-,-7087000,2155000,1863000,1675000
Other non-cash items,-,-490000,-2760000,166000,47000
Net cash provided by operating activites,-,-1492000,4660000,2268000,1818000
Investments in property plant and equipment,-,-5595000,-2505000,-405000,-143000
Purchases of investments,-,-1603000,-2428000,-3000,-3000
Sales/Maturities of investments,-,1800000,2550000,-,-
Other investing activites,-,-659000,16000,91000,-5000
Net cash used for investing activites,-,-6057000,-2367000,-317000,-151000
Net change in cash,-,-2424000,-138000,-270000,-515000
Cash at beginning of period,-,7298000,7437000,7707000,8223000
Cash at end of period,-,4874000,7298000,7437000,7707000
Operating Cash Flow,-,-1492000,4660000,2268000,1818000
Capital Expenditure,-,-5595000,-2505000,-405000,-143000
Free Cash Flow,-,-7087000,2155000,1863000,1675000
