Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1260706,982620,1077303,741092
Depreciation & amortization,-,217619,195777,197765
Change in working capital,-,-420599,-984135,-853851
Inventory,-,-586863,-984796,-451601
Other working capital,-,461693,-6845,282343
Other non-cash items,-,-27387,-166512,225261
Net cash provided by operating activites,-,689650,134057,388047
Investments in property plant and equipment,-,-227957,-140902,-105704
Other investing activites,-,-192030,-43783,-16312
Net cash used for investing activites,-,-419987,-184685,-122016
Net change in cash,-,134602,624422,137991
Cash at beginning of period,-,1268843,644420,506429
Cash at end of period,-,1403445,1268843,644420
Operating Cash Flow,-,689650,134057,388047
Capital Expenditure,-,-227957,-140902,-105704
Free Cash Flow,-,461693,-6845,282343
