Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,25052000,25035000,22755000,20119000
Depreciation & amortization,-,8233000,7704000,7945000
Change in working capital,-,-11287000,-3529000,-5457000
Inventory,-,-6461000,-2608000,-2405000
Other working capital,-,16349000,23044000,18376000
Other non-cash items,-,-159000,-1364000,1568000
Net cash provided by operating activites,-,21897000,27938000,23722000
Investments in property plant and equipment,-,-5548000,-4894000,-5346000
Acquisitions net,-,-,-,-3000
Purchases of investments,-,0,-1009000,-127000
Sales/Maturities of investments,-,161000,47000,5000
Other investing activites,-,-2485000,-1885000,-1982000
Net cash used for investing activites,-,-7872000,-7741000,-7453000
Net change in cash,-,-8264000,13136000,6445000
Cash at beginning of period,-,51613000,38477000,32032000
Cash at end of period,-,43349000,51613000,38477000
Operating Cash Flow,-,21897000,27938000,23722000
Capital Expenditure,-,-5548000,-4894000,-5346000
Free Cash Flow,-,16349000,23044000,18376000
