Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,2292000,1930000,2083000,1552000
Depreciation & amortization,-,1751000,1929000,1960000
Change in working capital,-,-153000,20000,-15000
Inventory,-,-43000,-149000,-61000
Other working capital,-,2477000,2391000,1178000
Other non-cash items,-,74000,81000,77000
Net cash provided by operating activites,-,4165000,4768000,4126000
Investments in property plant and equipment,-,-1688000,-2377000,-2948000
Acquisitions net,-,-,0,-125000
Purchases of investments,-,-513000,-10000,-386000
Sales/Maturities of investments,-,120000,433000,420000
Other investing activites,-,9000,-558000,-387000
Net cash used for investing activites,-,-1896000,-2502000,-3457000
Net change in cash,-,1385000,2574000,1334000
Cash at beginning of period,-,6913000,4338000,3004000
Cash at end of period,-,8298000,6913000,4338000
Operating Cash Flow,-,4165000,4768000,4126000
Capital Expenditure,-,-1688000,-2377000,-2948000
Free Cash Flow,-,2477000,2391000,1178000
