Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4852000,3773000,4074000,3221000
Depreciation & amortization,5837000,5570000,5565000,5191000
Change in working capital,-1103000,-2820000,-2159000,846000
Inventory,-827000,-2254000,-576000,-467000
Other working capital,6952000,5077000,-1146000,5979000
Other non-cash items,1093000,383000,946000,531000
Net cash provided by operating activites,10803000,9365000,6184000,10769000
Investments in property plant and equipment,-3851000,-4288000,-7330000,-4790000
Acquisitions net,-,-,-,-5308000
Purchases of investments,-,-,-,-157000
Sales/Maturities of investments,-,33000,430000,3829000
Other investing activites,-1080000,-1028000,-474000,-2320000
Net cash used for investing activites,-3764000,-5212000,-3504000,-8716000
Net change in cash,2769000,404000,-731000,545000
Cash at beginning of period,15703000,16026000,16757000,16212000
Cash at end of period,18617000,16430000,16026000,16757000
Operating Cash Flow,10803000,9365000,6184000,10769000
Capital Expenditure,-3851000,-4288000,-7330000,-4790000
Free Cash Flow,6952000,5077000,-1146000,5979000
