Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1269157,1209587,1179813,1127443
Liabilities,,,,
Total Liabilities,1141629,1091191,1064669,1010950
Stockholders' Equity,,,,
Common Stock,4710,4701,4689,4688
Retained Earnings,94946,83946,82218,83081
Accumulated other comprehensive income,-5986,-6380,-6028,-4215
Total stockholders' equity,127528,118396,115144,116493
Total liabilities and stockholders' equity,1269157,1209587,1179813,1127443
