Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,123558000,122103000,99494000,86740000
Depreciation & amortization,32221000,26416000,28711000,29777000
Change in working capital,-2380000,-3781000,-981000,-5642000
Inventory,-2468000,-6128000,1763000,729000
Other working capital,127291000,119916000,117525000,86134000
Other non-cash items,1031000,5554000,3840000,-3303000
Net cash provided by operating activites,166800000,146588000,135499000,107662000
Investments in property plant and equipment,-39509000,-26672000,-17974000,-21528000
Acquisitions net,-19612000,-20163000,-54269000,-12553000
Purchases of investments,-4645000,-46000000,-7519000,-8898000
Sales/Maturities of investments,4985000,21825000,11984000,15967000
Other investing activites,-1947000,-1738000,-1319000,-1555000
Net cash used for investing activites,-59961000,-70144000,-68533000,-27507000
Net change in cash,33897000,43652000,-50367000,15866000
Cash at beginning of period,272290000,245835000,296851000,286292000
Cash at end of period,306187000,293397000,245835000,296851000
Operating Cash Flow,166800000,146588000,135499000,107662000
Capital Expenditure,-39509000,-26672000,-17974000,-21528000
Free Cash Flow,127291000,119916000,117525000,86134000
