Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Common stock issued,-,-,566,-,-
Common stock repurchased,-,-,-15.534,-,-
Net cash used privided by (used for) financing activities,-,-,550.466,-,-
Net change in cash,-91.761,-84.158,522.26,-53.719,-54.468
Cash at beginning of period,565.141,594.569,66.575,120.381,174.81
Cash at end of period,473.38,513.099,594.569,66.575,120.381
Free Cash Flow,-91.761,-84.158,-28.206,-53.719,-54.468
