Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,7165655000,7096633000,6849283000
Liabilities,,,
Total Liabilities,6517328000,6450329000,6240222000
Stockholders' Equity,,,
Common Stock,20948000,20948000,20948000
Retained Earnings,418320000,404181000,384386000
Total stockholders' equity,625599000,623677000,589944000
Total liabilities and stockholders' equity,7165655000,7096633000,6849283000
