Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,7836000,7836000,6516008,5797621,5042615
Depreciation & amortization,5081000,5081000,5250308,5398606,5023120
Change in working capital,-2954000,-2954000,-2789123,-2768128,-3062322
Inventory,-2575000,-2575000,-106094,-641686,-256131
Other working capital,4094000,4094000,-12119513,3862430,5905429
Other non-cash items,360000,360000,-31376,141836,650315
Net cash provided by operating activites,12584000,12584000,11192140,9244703,9530307
Investments in property plant and equipment,-8490000,-8490000,-23311653,-5382273,-3624878
Acquisitions net,-,-,-,-242205,-
Purchases of investments,-4802000,-4802000,-3842658,-1759980,-2529625
Sales/Maturities of investments,4273000,4273000,4395221,3202878,1840899
Other investing activites,-423000,-423000,-665553,319396,-23932
Net cash used for investing activites,-9442000,-9442000,-23424643,-3862184,-4337536
Net change in cash,1570000,1570000,2430525,968962,6102448
Cash at beginning of period,24587000,24587000,22157266,21790707,15688258
Cash at end of period,26158000,26158000,24587791,22819446,21790707
Operating Cash Flow,12584000,12584000,11192140,9244703,9530307
Capital Expenditure,-8490000,-8490000,-23311653,-5382273,-3624878
Free Cash Flow,4094000,4094000,-12119513,3862430,5905429
