Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,727298,968395,522355,424667
Depreciation & amortization,-,853452,860545,793307
Change in working capital,-,-837633,-49671,510911
Inventory,-,-194101,-30669,481975
Other working capital,-,475920,994507,1241826
Other non-cash items,-,167039,104509,49159
Net cash provided by operating activites,-,1304554,1483979,1801517
Investments in property plant and equipment,-,-828634,-489472,-559691
Purchases of investments,-,-118804,-758,-743
Sales/Maturities of investments,-,117946,-,42444
Other investing activites,-,-5205,-84633,-67331
Net cash used for investing activites,-,-830996,-568718,-581317
Net change in cash,-,23844,187701,513374
Cash at beginning of period,-,2665761,2478060,1964686
Cash at end of period,-,2689606,2665761,2478060
Operating Cash Flow,-,1304554,1483979,1801517
Capital Expenditure,-,-828634,-489472,-559691
Free Cash Flow,-,475920,994507,1241826
