Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,4895624000,4777061000,4926538000
Liabilities,,,
Total Liabilities,4609048000,4473455000,4633409000
Stockholders' Equity,,,
Common Stock,0,0,0
Retained Earnings,167615000,164359000,160985000
Total stockholders' equity,286574000,293603000,277039000
Total liabilities and stockholders' equity,4895624000,4777061000,4926538000
