Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2096779,1966457,1794066,1780699
Liabilities,,,,
Total Liabilities,1902623,1785750,1624788,1619049
Stockholders' Equity,,,,
Common Stock,92,91,90,90
Retained Earnings,129105,110310,98906,91317
Accumulated other comprehensive income,-1348,-1684,-1238,-522
Total stockholders' equity,194156,180707,169278,161650
Total liabilities and stockholders' equity,2096779,1966457,1794066,1780699
