Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1596857,1451551,840985,1042620
Depreciation & amortization,-,1421971,1376461,1323819
Change in working capital,-,-699507,-1428086,140593
Inventory,-,35040,-330000,187431
Other working capital,-,953900,-406516,307727
Other non-cash items,-,184897,193287,-140673
Net cash provided by operating activites,-,2250995,568900,1894236
Investments in property plant and equipment,-,-1297095,-975416,-1586509
Purchases of investments,-,-266183,-269673,-338622
Sales/Maturities of investments,-,1000,0,6312
Other investing activites,-,-,-1,-2
Net cash used for investing activites,-,-1326483,-1064533,-1496061
Net change in cash,-,104477,-803021,-394626
Cash at beginning of period,-,4579811,5382833,5777459
Cash at end of period,-,4684288,4579811,5382833
Operating Cash Flow,-,2250995,568900,1894236
Capital Expenditure,-,-1297095,-975416,-1586509
Free Cash Flow,-,953900,-406516,307727
