Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,379717,438596,364066,264527
Depreciation & amortization,-,30007,3746,4250
Change in working capital,-,-29893,28711,65753
Other working capital,-,449774,439274,369923
Other non-cash items,-,7706,28377,22197
Net cash provided by operating activites,-,449774,444221,370128
Investments in property plant and equipment,-,-,-4947,-205
Acquisitions net,-,-,-123833,-
Purchases of investments,-,-84050,-,-
Sales/Maturities of investments,-,50046,-,-
Other investing activites,-,-69235,-24301,8095
Net cash used for investing activites,-,-103239,-153081,7890
Net change in cash,-,147678,274137,1327391
Cash at beginning of period,-,2173546,1899409,572017
Cash at end of period,-,2321224,2173546,1899409
Operating Cash Flow,-,449774,444221,370128
Capital Expenditure,-,-,-4947,-205
Free Cash Flow,-,449774,439274,369923
