Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13350000,8913000,5682000,3822000
Depreciation & amortization,-,2866000,2829000,2942000
Stock based compensation,-,30000,32000,30000
Change in working capital,-,-7205000,3323000,-7967000
Inventory,-,-1151000,3505000,-67000
Other working capital,-,5768000,10433000,-1240000
Other non-cash items,-,-100000,-245000,-22000
Net cash provided by operating activites,-,6682000,11569000,259000
Investments in property plant and equipment,-,-914000,-1136000,-1499000
Acquisitions net,-,-356000,-120000,-151000
Purchases of investments,-,-110000,-,-
Sales/Maturities of investments,-,-,-,500000
Other investing activites,-,-47000,-13000,14000
Net cash used for investing activites,-,-1424000,-1264000,-1127000
Net change in cash,-,1352000,6716000,-4432000
Cash at beginning of period,-,23953000,17236000,21668000
Cash at end of period,-,25305000,23953000,17236000
Operating Cash Flow,-,6682000,11569000,259000
Capital Expenditure,-,-914000,-1136000,-1499000
Free Cash Flow,-,5768000,10433000,-1240000
