Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,277901,294931,208092,229414
Depreciation & amortization,-,224271,176667,202056
Change in working capital,-,130513,-18435,15622
Inventory,-,-1937,-2290,-8566
Other working capital,-,640286,-444320,-683110
Other non-cash items,-,58227,-14970,52282
Net cash provided by operating activites,-,741434,344407,428643
Investments in property plant and equipment,-,-101148,-788727,-1111753
Purchases of investments,-,-107055,-109139,-116630
Sales/Maturities of investments,-,100000,100000,100000
Other investing activites,-,-35,-,726
Net cash used for investing activites,-,-108238,-797866,-1120657
Net change in cash,-,360000,32028,7872
Cash at beginning of period,-,790346,758317,750444
Cash at end of period,-,1150347,790346,758317
Operating Cash Flow,-,741434,344407,428643
Capital Expenditure,-,-101148,-788727,-1111753
Free Cash Flow,-,640286,-444320,-683110
