Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4881000,3949000,5640000,4330000
Depreciation & amortization,-,3915000,3639000,3496000
Change in working capital,-,367000,-1100000,-2092000
Inventory,-,-2551000,1404000,-645000
Other working capital,-,2715000,2714000,5238000
Other non-cash items,-,879000,-46000,1493000
Net cash provided by operating activites,-,6689000,5753000,8126000
Investments in property plant and equipment,-,-3974000,-3039000,-2888000
Purchases of investments,-,-4678000,-4520000,-2433000
Sales/Maturities of investments,-,3342000,5807000,1770000
Other investing activites,-,117000,134000,-98000
Net cash used for investing activites,-,-3388000,-1617000,-3080000
Net change in cash,-,669000,-1718000,2883000
Cash at beginning of period,-,14488000,16207000,13154000
Cash at end of period,-,15157000,14488000,16207000
Operating Cash Flow,-,6689000,5753000,8126000
Capital Expenditure,-,-3974000,-3039000,-2888000
Free Cash Flow,-,2715000,2714000,5238000
