Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2809000,2896000,7945000,15503000
Depreciation & amortization,-,6518000,5821000,5447000
Change in working capital,-,-9962000,-13591000,-24785000
Inventory,-,-8871000,-6793000,-28062000
Other working capital,-,-11644000,-4165000,-26443000
Other non-cash items,-,-5311000,12721000,-4945000
Net cash provided by operating activites,-,-8037000,7339000,-9620000
Investments in property plant and equipment,-,-3607000,-11504000,-16823000
Purchases of investments,-,-348000,-2622000,-122000
Sales/Maturities of investments,-,5439000,5700000,120000
Other investing activites,-,1065000,799000,784000
Net cash used for investing activites,-,2597000,-7588000,-15996000
Net change in cash,-,-4049000,-159000,-1736000
Cash at beginning of period,-,13433000,13592000,15329000
Cash at end of period,-,9383000,13433000,13592000
Operating Cash Flow,-,-8037000,7339000,-9620000
Capital Expenditure,-,-3607000,-11504000,-16823000
Free Cash Flow,-,-11644000,-4165000,-26443000
