Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,82123,387322,678686,460840
Depreciation & amortization,-,870707,616669,801116
Change in working capital,-,-1927221,45712,1831971
Inventory,-,-2319810,1234190,931423
Other working capital,-,-3565059,1133987,3367415
Other non-cash items,-,-3854,-16624,11007
Net cash provided by operating activites,-,-734814,1444112,3498313
Investments in property plant and equipment,-,-2830245,-310125,-130898
Sales/Maturities of investments,-,-,35392,-
Other investing activites,-,-3452,-6564,-2592
Net cash used for investing activites,-,-2831697,-281297,-133490
Net change in cash,-,-5073300,773682,2976168
Cash at beginning of period,-,15645326,14871644,11895475
Cash at end of period,-,10572026,15645326,14871644
Operating Cash Flow,-,-734814,1444112,3498313
Capital Expenditure,-,-2830245,-310125,-130898
Free Cash Flow,-,-3565059,1133987,3367415
