Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,4058921,3653121,2684920,2448310
Liabilities,,,,
Total Liabilities,3393127,3295547,2341436,2118926
Stockholders' Equity,,,,
Common Stock,584,327,327,321
Retained Earnings,237356,219088,207590,197211
Accumulated other comprehensive income,1480,-2358,-528,-1290
Total stockholders' equity,665794,357574,343484,329384
Total liabilities and stockholders' equity,4058921,3653121,2684920,2448310
