Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,53527000,48253000,36405000,33082000,24938000
Depreciation & amortization,28645000,23722000,17378000,15952000,15092000
Change in working capital,36649000,38612000,-8622000,5634000,-15497000
Inventory,-9813000,-14489000,-9235000,-6517000,-23022000
Other working capital,89783000,55845000,-7955000,16185000,-15091000
Other non-cash items,7473000,5918000,5024000,6098000,3302000
Net cash provided by operating activites,127710000,101978000,46081000,56441000,29110000
Investments in property plant and equipment,-37927000,-46133000,-54036000,-40256000,-44201000
Acquisitions net,-,-13359000,-36259000,-3527000,-
Purchases of investments,-,-,-,-59000,-89000
Sales/Maturities of investments,-,-,64000,1181000,389000
Other investing activites,-1063000,-2712000,-2059000,-5215000,-7755000
Net cash used for investing activites,-31814000,-37113000,-164443000,-40593000,-52197000
Net change in cash,-69019000,108639000,-2211000,33446000,-6764000
Cash at beginning of period,270575000,75883000,78094000,44496000,51292000
Cash at end of period,201789000,185136000,75883000,78094000,44496000
Operating Cash Flow,127710000,101978000,46081000,56441000,29110000
Capital Expenditure,-37927000,-46133000,-54036000,-40256000,-44201000
Free Cash Flow,89783000,55845000,-7955000,16185000,-15091000
